points,variety,winery,price
90,Gewürztraminer,Balletto,18.0
90,Nebbiolo,Ca' Viola,75.0
90,Nebbiolo,Cantina del Nebbiolo,30.0
90,Nebbiolo,Cascina Ballarin,42.0
90,Barbera,Cascina Liuzzi,18.0
90,Albariño,Castro Brey,20.0
90,Pinot Noir,Chamisal Vineyards,40.0
90,Malbec,Château Saint-Didier-Parnac,25.0
90,Portuguese White,Conceito Vinhos,19.0
90,Gewürztraminer,David Hill,18.0
90,Rhône-style White Blend,Davis Family,30.0
90,Red Blend,Domaine d'Arton,13.0
90,Chardonnay,Domaine Gérard Duplessis,45.0
90,Riesling,Dr. Heidemanns-Bergweiler,30.0
90,Cabernet Sauvignon,Eleven Eleven,111.0
90,Barbera,Elvio Cogno,35.0
90,Tempranillo,Folin Cellars,32.0
90,Nebbiolo,Franco M. Martinetti,88.0
90,Pinot Noir,King Estate,57.0
90,Grenache,Kobler,34.0
90,Chardonnay,Left Coast Cellars,24.0
90,Nebbiolo,Manzone Fratelli,45.0
90,Nebbiolo,Marziano Abbona,74.0
90,Nebbiolo,Matteo Correggia,
88,Pinot Noir,Giant Steps,42.0
88,Sauvignon Blanc,Domaine Gérard Fiou,27.0
88,Malbec,Domaine Jean Bousquet,25.0
88,Sauvignon Blanc,Domaine Thomas & Fils,35.0
88,Meritage,Dry Creek Vineyard,45.0
88,Grenache,Epiphany,30.0
88,Bordeaux-style Red Blend,Etienne de Tauriac,26.0
88,Chardonnay,Fog Crest,39.0
88,Sauvignon Blanc,Francis Blanchet,25.0
88,Nebbiolo,Germano Angelo,80.0
88,Pinot Noir,Goldeneye,55.0
88,Gewürztraminer,Gundlach Bundschu,22.0
88,Sauvignon Blanc,Jean-Max Roger,28.0
88,Pinot Noir,Laetitia,25.0
88,Pinot Noir,Le Cadeau,48.0
88,Viognier,Lucas & Lewellen,19.0
88,White Blend,Bibich,19.0
88,Nebbiolo,Boroli,77.0
88,Chardonnay,Chamisal Vineyards,18.0
88,Bordeaux-style White Blend,Château de Cruzeau,25.0
88,Bordeaux-style White Blend,Château Lafargue,
88,Bordeaux-style White Blend,Château le Sartre,
88,Bordeaux-style White Blend,Château Roc de Minvielle,18.0
88,Merlot,Chelsea Goldschmidt,18.0
88,Bordeaux-style White Blend,Clos Marsalette,
88,Pinot Noir,Coeur de Terre,65.0
88,Chardonnay,Cuvaison,25.0
88,Pinot Noir,Cuvaison,48.0
88,Pinot Noir,Domaine de l'Hermitage,20.0
88,Tempranillo,Venta Morales,11.0
90,Cabernet Sauvignon,Korbin Kameron,55.0
90,Sparkling Blend,Llopart,35.0
90,Mavrud,Edoardo Miroglio,26.0
90,Chardonnay,Eric Kent,46.0
90,Pinot Noir,Fess Parker,55.0
90,Pinot Noir,Fess Parker,30.0
90,Cabernet Franc,Hazlitt 1852 Vineyards,25.0
90,Pinot Noir,Inspire Moore,27.0
90,Syrah,Kevin White,28.0
90,Sangiovese,La Magia,62.0
90,Chardonnay,La Pitchoune,48.0
90,Sangiovese,Lazzeretti,80.0
90,Sauvignon Blanc,Margerum,36.0
90,Red Blend,MCV,48.0
90,Chardonnay,Merry Edwards,60.0
90,Riesling,Mission Hill,24.0
90,Cabernet Franc,Monticello Vineyards,42.0
90,Sangiovese,Niner,45.0
90,Zinfandel,Ousterhout,39.0
90,Sauvignon Blanc,Ousterhout,25.0
90,Bordeaux-style Red Blend,Plumb Cellars,40.0
90,Ribolla Gialla,Principiano Ferdinando,40.0
90,Charbono,Sarah's Vineyard,40.0
90,Sangiovese,SassodiSole,60.0
90,Pinot Gris,Tinhorn Creek,19.0
90,Cabernet Sauvignon,V. Sattui,85.0
90,Palomino,González Byass,26.0
90,Red Blend,Il Brunone,25.0
90,Tempranillo,Matchbook,15.0
90,Rosé,Prieuré de Montézargues,24.0
86,Red Blend,The Naked Grape,18.0
86,Sauvignon Blanc,Vergelegen,35.0
86,Torrontés,Via Revolucionaria,26.0
86,Malbec-Cabernet Sauvignon,Bodega Las Cañitas,39.0
86,Sauvignon Blanc,Fat Barrel,11.0
85,Red Blend,Rubino Estates Winery,15.0
85,Rosé,Château Bélingard,9.0
Les Petits Clément Merlot Duras,,Red Blend,85
85,Cabernet Sauvignon,Jack's House,15.0
85,Pinot Noir-Gamay,Joseph Drouhin,18.0
85,Pinot Nero,Famiglia Cielo,9.0
85,Portuguese Red,Fiuza,11.0
85,Rosé,Georges Vigouroux,12.0
85,Malbec,Rigal,14.0
85,Sauvignon Blanc,Long Neck,10.0
85,Cabernet Sauvignon,Mirassou,12.0
85,Merlot,The Naked Grape,18.0
85,Malbec,The Seeker,14.0
85,Garganega,Cantina di Gambellara,10.0
85,White Blend,Chakana,13.0
85,Portuguese Red,Boas Quintas,10.0
85,Chardonnay,Bouchard Finlayson,20.0
85,Bordeaux-style Red Blend,Zorzal,30.0
85,Red Blend,Vivanco,50.0
85,Sauvignon Blanc,Graham Beck,16.0
85,Rhône-style Red Blend,Les Vignobles Foncalieu,11.0
85,Sparkling Blend,Cruzat,15.0
85,Cabernet Sauvignon,Spann Vineyards,65.0
85,Chardonnay,Vini,9.0
85,Chardonnay,Carmel,30.0
89,Malbec,Château Bovila,
89,Red Blend,Bernard Magrez,26.0
89,Chardonnay,Hoopla,20.0
89,Riesling,Kaena,25.0
89,Chardonnay,La Fenêtre,36.0
89,Gros Manseng,Laudet,14.0
89,Tempranillo,Longoria,36.0
89,Red Blend,Nittardi,23.0
89,Petit Verdot,Opaque,30.0
89,Red Blend,OT,28.0
89,Cabernet Sauvignon,Primus,20.0
89,G-S-M,Prospect 772,36.0
89,Pinot Noir,Provincial Vineyards,45.0
89,Pinot Gris,Raptor Ridge,20.0
89,Pinot Noir,Ritual,20.0
89,Red Blend,San Fabiano Calcinaia,45.0
89,Syrah,San Pedro,20.0
89,Pinot Noir,Soléna,28.0
89,Syrah,Sunstone,42.0
89,Cabernet Franc,Tenuta Sette Cieli,110.0
89,Cabernet Sauvignon,Viu Manent,25.0
89,Riesling,A to Z,14.0
89,Rosé,Abacela,18.0
89,Red Blend,Aver Family Vineyards,39.0
89,Red Blend,Castellare di Castellina,90.0
89,Portuguese Red,Caves Velhas,18.0
89,Portuguese Red,Caves Velhas,7.0
89,Portuguese Red,Caves Velhas,17.0
89,Sauvignon Blanc,Claro,17.0
89,White Blend,Clos Troteligotte,20.0
87,Sangiovese,Corte dei Venti,50.0
87,Sangiovese,Tenuta Vitanza,87.0
87,Cabernet Sauvignon,Two Mountain,28.0
87,Sangiovese,Tenuta Vitanza,
87,Bordeaux-style Red Blend,Ott & Murphy,36.0
87,Bordeaux-style Red Blend,Château Gazin Rocquencourt,
87,Bordeaux-style White Blend,Château Haut Selve,
87,Bordeaux-style Red Blend,Château Larrivet Haut-Brion,35.0
87,Bordeaux-style Red Blend,Château Luchey-Halde,
87,Bordeaux-style Red Blend,Château Peyfaures,30.0
87,Bordeaux-style Red Blend,Highway 12,28.0
87,Red Blend,I Greppi,20.0
87,Primitivo,Drytown,18.0
87,Red Blend,Entropy Cellars,32.0
87,Merlot,Chateau Ste. Michelle,28.0
87,Bordeaux-style Red Blend,Château Taffard de Blaignan,
87,Syrah,College Cellars,26.0
87,Sauvignon Blanc,Coquerel Family Wine Estates,32.0
87,Cabernet Sauvignon,Bogle,11.0
87,Rhône-style White Blend,Cairdeas,26.0
87,Syrah,Cameron Hughes,19.0
87,Red Blend,Fujishin,22.0
87,Bordeaux-style Red Blend,Hamilton,28.0
87,Pinot Blanc,Las Positas,28.0
87,Zinfandel,Maddalena,20.0
87,Red Blend,Markham,25.0
87,Chardonnay,Rooster Hill,16.0
87,Gewürztraminer,Rooster Hill,18.0
87,Cabernet Sauvignon,Pedroncelli,25.0
87,Bordeaux-style Red Blend,Producta Vignobles,10.0
90,Moscato,Planeta,22.0
90,Assyrtiko,Santo Wines,20.0
90,Pinot Noir,Soléna,48.0
90,Chardonnay,Stags' Leap Winery,30.0
90,Frappato,Terre di Giurfo,
90,Chardonnay,Chanson Père et Fils,59.0
90,Sylvaner,Domaine Barmès-Buecher,24.0
90,Pinot Noir,Domaine Collotte,
90,White Blend,Domaine Rieflé-Landmann,20.0
90,Pinot Blanc,Domaine Weinbach,20.0
90,White Blend,Baglio del Cristo di Campobello,
90,Pinot Gris,Elizabeth Chambers,18.0
90,Cabernet Sauvignon,Tetra,70.0
90,Riesling,Trefethen,25.0
90,Nerello Mascalese,Girolamo Russo,36.0
90,Shiraz,D'Arenberg,65.0
90,Merlot,Herencia,42.0
90,Cabernet Sauvignon,Levendi,50.0
90,Negroamaro,Monte Volpe,28.0
90,Mourvèdre,Morse,22.0
90,Barbera,Naggiar,26.0
90,Red Blend,Paraduxx,80.0
90,Tempranillo,Renwood,28.0
90,Red Blend,Santa Ema,24.0
90,Tempranillo Blend,Beronia,21.0
90,Rhône-style Red Blend,Adelaida Cellars,50.0
90,Zinfandel,Bella Luna,40.0
90,Syrah,Chacewater,22.0
90,Riesling,Dr. H. Thanisch (Erben Thanisch),30.0
90,Cabernet Franc,Occasio,50.0
90,Cabernet Sauvignon,Korbin Kameron,55.0
90,Sparkling Blend,Llopart,35.0
90,Champagne Blend,Sparkling Pointe,37.0
90,Merlot,Steele,42.0
90,Sparkling Blend,Torelló,25.0
90,Cabernet Sauvignon,Trefethen,60.0
90,Pinot Noir,Anthony Road,27.0
90,Chardonnay,Au Pied du Mont Chauve,45.0
90,Romorantin,Benoît Daridan,20.0
90,Sauvignon Blanc,Benoît Girard,
90,Pinot Noir,Buena Vista,48.0
90,Syrah,Burrowing Owl,38.0
90,Syrah,Castra Rubra,28.0
90,Pinot Noir,Château de Santenay,80.0
90,Sauvignon Blanc,Château Favray,19.0
90,Pinot Noir,Chateau Lettau,45.0
90,Sangiovese,Corte dei Venti,56.0
90,Rosé,Prieuré de Montézargues,24.0
90,Godello,Dominio Do Bibei,36.0
90,Palomino,González Byass,26.0
90,Red Blend,Il Brunone,25.0
90,Tempranillo,Matchbook,15.0
90,Sangiovese,Luiano,22.0
90,Red Blend,Villa Mangiacane,20.0
90,Tempranillo,Maset del Lleó,30.0
90,Red Blend,Salcheto,30.0
90,Red Blend,Vignavecchia,18.0
90,Sangiovese,Villa a Sesta,22.0
90,Red Blend,Castello della Paneretta,28.0
90,Cabernet Sauvignon,EOS,40.0
92,Viognier,Force Majeure,35.0
92,Chardonnay,Fort Ross,44.0
92,Chardonnay,Byron,32.0
92,Bordeaux-style Red Blend,Caliterra,30.0
92,Nebbiolo,Ca'Romè,113.0
92,Riesling,Domaine Ostertag,30.0
92,Nebbiolo,Conterno Fantino,92.0
92,Nebbiolo,Rivetto,75.0
92,Zinfandel,Robert Biale,50.0
92,Chardonnay,Talley,27.0
92,Pinot Nero,Tosti,49.0
92,Nebbiolo,Veglio,19.0
92,Portuguese Red,Pedra Cancela,11.0
92,Portuguese Red,Poças,44.0
92,Riesling,Joseph Fritsch,24.0
92,Riesling,Kiona,15.0
92,Syrah,Comartin,35.0
92,Cabernet Sauvignon,Cooper-Garrod,33.0
92,Merlot,Matteo,140.0
92,Syrah-Cabernet Sauvignon,Epiphany,35.0
92,Cabernet Sauvignon,Force Majeure,75.0
92,Rhône-style Red Blend,Foxen,40.0
92,Red Blend,Viña Bisquertt,100.0
92,Riesling,Savage Grace,21.0
92,Red Blend,Sextant,80.0
92,Cabernet Sauvignon,Arbor Crest,28.0
92,Chardonnay,Evening Land,40.0
92,White Blend,Frank Cornelissen,40.0
92,Red Blend,Gaja,500.0
92,Gewürztraminer,Hugel,55.0
93,Malbec,Viña Cobos,40.0
93,Syrah,Chamisal Vineyards,40.0
93,Chardonnay,Merryvale,65.0
93,Tannat-Cabernet,Producteurs Plaimont,65.0
93,Syrah,Qupé,
93,Syrah,Sinor-LaVallee,28.0
93,Chardonnay,The Calling,51.0
93,Rosé,Château Gassier,50.0
93,Rosé,Château Grand Boise,34.0
93,Malbec,Château Lagrézette,50.0
93,Rosé,Château les Valentines,30.0
93,Rosé,Château Roubine,40.0
93,Cabernet Sauvignon,Daou,30.0
93,Sauvignon Blanc,Darioush,45.0
93,Red Blend,Derby,32.0
93,Chardonnay,Domaine Serene,125.0
93,Cabernet Sauvignon,Freemark Abbey,150.0
93,Syrah,Hard Six Cellars,60.0
93,Pinot Noir,King Estate,70.0
93,Sherry,Lustau,30.0
93,Pinot Noir,Patricia Green Cellars,60.0
93,Sparkling Blend,Schramsberg,80.0
93,Tannat-Merlot,Vignobles Brumont,25.0
93,Syrah,Waxwing,32.0
93,Tempranillo,San Vicente,61.0
93,Pinot Noir,Babcock,60.0
93,Chardonnay,Babcock,45.0
93,Pinot Noir,Bergström,60.0
93,Pinot Noir,Blue Farm,80.0
93,Pinot Noir,Challen,85.0
89,Red Blend,Castellare di Castellina,90.0
89,Portuguese Red,Caves Velhas,18.0
89,Portuguese Red,Caves Velhas,7.0
89,Portuguese Red,Caves Velhas,17.0
89,Duras,Domaine des Terrisses,18.0
89,Red Blend,Aver Family Vineyards,39.0
89,Sauvignon Blanc,Claro,17.0
89,White Blend,Clos Troteligotte,20.0
89,Sauvignon Blanc,Concha y Toro,22.0
89,Chardonnay,Conn Creek,25.0
89,Garnacha,Parés Baltà,50.0
89,Rhône-style Red Blend,Fenestra,31.0
89,Pinot Gris,Franz Keller,25.0
89,Red Blend,Maray,26.0
89,Red Blend,Nino Negri,27.0
89,Sparkling Blend,Laetitia,25.0
89,Red Blend,Leopoldo I di Toscana,22.0
89,Pinot Gris,Lumos,18.0
89,Cabernet Sauvignon,Maquis,20.0
89,Cabernet Sauvignon,Petra,65.0
89,Tinta Francisca,Quinta das Carvalhas,60.0
89,Red Blend,Rocca delle Macìe,52.0
89,Rosé,Stoller,25.0
89,Cabernet Sauvignon,Tamber Bey,65.0
89,Red Blend,Tenuta di Trinoro,240.0
89,Red Blend,Tenuta Sette Ponti,35.0
89,Pinot Noir,Walnut City WineWorks,40.0
89,Portuguese Red,Wines & Winemakers,18.0
89,Pinot Noir,YNOT,26.0
89,White Blend,Zacharias,13.0
90,Nebbiolo,Negro Angelo e Figli,
90,Tempranillo,Obsidian,28.0
90,Portuguese Red,Poças,18.0
90,Red Blend,Ray's Station Vineyards,40.0
90,Tempranillo Blend,Rioja Vega,35.0
90,Barbera,Rivetto,38.0
90,Cabernet Sauvignon,Segal's,20.0
90,Pinot Noir,Small Vines,72.0
90,Riesling,St. Urbans-Hof,60.0
90,Pinot Noir,Stemmler,44.0
90,Cabernet Sauvignon,Tabor,15.0
90,Nebbiolo,Tenuta Duecorti,70.0
90,Portuguese White,Terras de Alter,30.0
90,Chardonnay,Thomas George,36.0
90,Red Blend,Tulip Winery,40.0
90,Chardonnay,Wedell Cellars,70.0
90,Pinot Noir,Winderlea,48.0
90,Cabernet Sauvignon,Yatir,55.0
90,Nebbiolo,Cascina Luisin,42.0
90,Cabernet Sauvignon,Azari,125.0
90,Nebbiolo,Borgogno Giacomo e Figli,110.0
90,Nebbiolo,Ca'Romè,103.0
90,Nebbiolo,Ceretto,100.0
90,Nebbiolo,Luigi Pira,40.0
90,Nebbiolo,Reverdito,68.0
90,Tempranillo,Valdubón,24.0
90,Nebbiolo,Vietti,52.0
90,Pinot Noir,Dalrymple,65.0
90,Pinot Noir,Antiquum Farm,37.0
90,Sparkling Blend,Argyle,28.0
85,Garganega,Marcello Turra,
85,Chardonnay,Auspicion,13.0
85,Chardonnay,Carmel,30.0
85,Portuguese White,Caves Campelo,10.0
85,Portuguese White,Caves Campelo,9.0
85,Alicante Bouschet,Adega Cooperativa do Cartaxo,7.0
85,Portuguese Sparkling,Adega de Cantanhede,12.0
85,Sauvignon Blanc,Domaine de l'Herré,15.0
85,White Blend,Domaine du Touja,9.0
85,Malbec,Proemio,11.0
85,Portuguese Sparkling,Quinta da Lapa,28.0
85,Chardonnay,Vin Vault,20.0
85,Pinot Grigio,The Naked Grape,18.0
85,Portuguese Sparkling,Global Wines,11.0
85,Portuguese Red,Global Wines,7.0
85,Portuguese Sparkling,Global Wines,8.0
85,Chardonnay,Vergelegen,22.0
85,Malbec,Bodega Renacer,12.0
85,Chenin Blanc,Essay,10.0
85,Rhône-style White Blend,Ogier,16.0
85,Cabernet Sauvignon,Charles Krug,100.0
85,Sauvignon Blanc,Noble Hill,15.0
85,Rosé,Château Clément Termes,16.0
85,Bordeaux-style White Blend,Domaine de Grange Neuve,12.0
85,Chardonnay,Domaine de l'Herré,15.0
85,Portuguese Red,Herdade do Esporão,10.0
85,Portuguese Red,Global Wines,9.0
85,White Blend,Pierre Gruber,12.0
85,Chardonnay,Thomas George,30.0
85,Garganega,Tinazzi,
91,Riesling,Weingut Georg Albrecht Schneider,17.0
91,Pinot Noir,Anam Cara,65.0
91,White Blend,Vie di Romans,
91,Pinot Noir,Thistle,32.0
91,Gamay,Trenel Fils,24.0
91,Portuguese Red,Wines & Winemakers,35.0
91,Portuguese Red,Wines & Winemakers,17.0
91,Portuguese Red,Wines & Winemakers,22.0
91,Pinot Noir,McIntyre Vineyards,36.0
91,Syrah,Palmeri,43.0
91,Portuguese Red,Quinta do Portal,28.0
91,Portuguese Red,Quinta Nova de Nossa Senhora do Carmo,75.0
91,Riesling,Emil Reichart,20.0
91,Portuguese Red,Casal da Coelheira,30.0
91,Bordeaux-style Red Blend,Château Quinault L'Enclos,
91,Gamay,Domaine de Leyre-Loup,
91,Lemberger,Grafen Neipperg,24.0
91,Red Blend,Koyle,100.0
91,Red Blend,Maquis,30.0
91,Turbiana,Olivini,26.0
91,Pinot Noir,Anam Cara,65.0
91,Petit Verdot,Von Siebenthal,100.0
91,Red Blend,Campo di Sasso,30.0
91,Portuguese Red,Emilio Moro,
91,Pinot Noir,Failla,48.0
91,Portuguese White,Fiuza,
91,Petite Verdot,Herdade das Servas,26.0
91,Touriga Nacional,Herdade de São Miguel,
91,Portuguese Red,José Maria da Fonseca,16.0
91,Pinot Noir,La Follette,42.0
88,Nebbiolo,460 Casina Bric,60.0
88,Nebbiolo,Anna Maria Abbona,56.0
88,Pinot Noir,River's Edge,19.0
88,Merlot,Robert Mondavi,21.0
88,Pinot Noir,Stoller,20.0
88,Cabernet Franc,Tarara,25.0
88,Bordeaux-style Red Blend,The Williamsburg Winery,72.0
88,Torrontés,Trapiche,18.0
88,Bordeaux-style Red Blend,V. Sattui,70.0
88,Cabernet Franc,Verum,29.0
88,Portuguese Red,Vinha Paz,35.0
88,Pinot Noir,Vini,10.0
88,Mourvèdre,Winery by the Creek,26.0
88,Nebbiolo,Natale Verga,28.0
88,Torrontés,Quara,12.0
88,Mencía,Losada,25.0
88,Chardonnay,Heggies Vineyard,25.0
88,Merlot,North Gate,19.0
88,Posip,Bibich,27.0
88,Zinfandel,Castle Rock,12.0
88,Bordeaux-style Red Blend,Château Peugeais,15.0
88,Pinot Noir,Cramele Halewood,9.0
88,Chardonnay,Deep Sea,22.0
88,Sauvignon Blanc,Domaine Vacheron,37.0
88,Fumé Blanc,Robert Mondavi,19.0
88,Sauvignon Blanc,Roger et Didier Raimbault,
88,Nebbiolo,Sarotto,
88,Pinot Noir,Schug,40.0
88,Nebbiolo,Simone Scaletta,
88,Pinot Noir,Tantara,70.0
87,Merlot,Sevtap,34.0
87,Cabernet Sauvignon,Sevtap,38.0
87,Chardonnay,Sheldrake Point,14.0
87,Zinfandel,Thurston Wolfe,20.0
87,Nebbiolo,Wilridge,30.0
87,Cabernet Sauvignon,Wölffer,40.0
87,Monastrell,Finca Hispana,15.0
87,Bordeaux-style Red Blend,Château Chantemerle,20.0
87,Bordeaux-style Red Blend,Château de Bensse,
87,Cabernet Sauvignon,Chateau Lafayette Reneau,25.0
87,Bordeaux-style Red Blend,Château Lalaudey,35.0
87,Bordeaux-style Red Blend,Château Mancèdre,
87,Bordeaux-style Red Blend,Château Peyfaures,20.0
87,Syrah,3 Horse Ranch Vineyards,23.0
87,Riesling,Balo,24.0
87,Chardonnay,Byron,16.0
87,White Blend,Giorgio Meletti Cavallari,24.0
87,Bordeaux-style Red Blend,Gundlach Bundschu,20.0
87,White Blend,Kitchen Sink,12.0
87,Riesling,Heron Hill,20.0
87,Merlot,Chateau Ste. Michelle,28.0
87,Bordeaux-style Red Blend,Château Vieux Moulin,27.0
87,White Blend,Murrieta's Well,22.0
87,Red Blend,Northstar,50.0
87,Roussanne,Sarah's Vineyard,28.0
87,Cabernet Sauvignon,Stickybeak,25.0
87,Touriga Nacional,Patterson,40.0
87,Cabernet Sauvignon,Pedroncelli,18.0
87,Sangiovese,Perazzeta,23.0
87,Merlot,Waterbrook,14.0
90,Tempranillo,Palacio del Burgo,15.0
90,Sauvignon Blanc,Passaggio,26.0
90,Tempranillo Blend,Rioja Vega,20.0
90,Cabernet Sauvignon,Sketchbook,20.0
90,Mourvèdre,Adelaida Cellars,50.0
90,Grillo,CVA Canicattì,
90,Chardonnay,Domaine Collotte,
90,Pinot Noir,Domaine Faiveley,56.0
90,Pinot Noir,Domaine René Bouvier,
90,Grenache,Casa Dumetz,42.0
90,Syrah,Rios de Chile,27.0
90,Riesling,Robert Weil,30.0
90,Chardonnay,Scar of the Sea,28.0
90,Pinot Noir,Adelsheim,32.0
90,Pinot Noir,Boeckel,35.0
90,Müller-Thurgau,Fritz Müller,19.0
90,Pinot Noir,Nicolas Potel,70.0
90,Sauvignon Blanc,Ousterhout,25.0
90,Syrah,Peju,40.0
90,Cabernet Sauvignon,Sequoia Grove,90.0
90,Chardonnay,Sleeping Giant,45.0
90,Pinot Gris,Sokol Blosser,19.0
90,Gewürztraminer,Stolo,25.0
90,Assyrtiko,Tsililis,17.0
90,Pinot Blanc,Jean-Marc Bernhard,15.0
90,Pinot Auxerrois,Josmeyer,45.0
90,Pinot Blanc,Josmeyer,21.0
90,Pinot Noir,Willamette Valley Vineyards,22.0
90,Cabernet Franc,Chateau Margene,56.0
90,Ribolla Gialla,Colliano,15.0
90,Sangiovese,La Togata,
90,Sangiovese,Le Macioche,70.0
90,Chardonnay,Loring Wine Company,40.0
90,Pinot Noir,MacPhail,85.0
90,Chardonnay,Mahoney,24.0
90,Chardonnay,Matanzas Creek,26.0
90,Petit Verdot,Merry Cellars,46.0
90,Malbec,Naggiar,24.0
90,Sangiovese,Poggio Nardone,85.0
90,Bordeaux-style Red Blend,Purcari,32.0
90,Port,Robert Hall,36.0
90,Sauvignon Blanc,Robert Hall,16.0
90,Pinot Noir,Roger et Didier Raimbault,35.0
90,Sangiovese,San Polo,80.0
90,Riesling,Single Wheel,20.0
90,Cabernet Sauvignon,Substance,15.0
90,Shiraz,Sula,13.0
90,Red Blend,Troublemaker by Austin Hope,20.0
90,Cabernet Sauvignon,V. Sattui,75.0
90,Chardonnay,William Hill Estate,55.0
90,Sangiovese,Luiano,22.0
90,Red Blend,Villa Mangiacane,20.0
90,Tempranillo,Maset del Lleó,30.0
90,Red Blend,Salcheto,30.0
90,Red Blend,Vignavecchia,18.0
90,Sangiovese,Villa a Sesta,22.0
90,Rosé,Adair Bachman,35.0
90,Cabernet Sauvignon,Apriori,48.0
90,Chardonnay,Au Pied du Mont Chauve,43.0
90,Gewürztraminer,Bellangelo,18.0
93,Syrah,Waxwing,32.0
93,Chardonnay,Kumeu River,46.0
93,Malbec,Château Eugénie,40.0
93,Tannat-Cabernet,Château Peyros,20.0
93,Pinot Noir,Fess Parker,55.0
93,Chardonnay,Grgich Hills,94.0
93,Syrah,Hard Six Cellars,40.0
93,Pinot Noir,Patricia Green Cellars,37.0
93,Pinot Noir,Samuel Louis Smith,44.0
93,Blaufränkisch,Schwarz Wein,
93,Cabernet Sauvignon,Smith-Madrone,50.0
93,Pinot Noir,Malat,27.0
93,Malbec,Waters,32.0
93,Cabernet Blend,Luigi Bosca,38.0
93,Sauvignon Blanc,Spy Valley,33.0
93,Riesling,Felton Road,40.0
93,White Blend,Barden,36.0
93,Chardonnay,Bergström,35.0
93,Pinot Noir,Challen,60.0
93,Tempranillo,Bodegas Riojanas,37.0
93,Tempranillo Blend,CVNE,44.0
93,Red Blend,Pago de Carraovejas,136.0
93,Rosé,Domaines Ott,52.0
93,Chardonnay,FEL,48.0
93,Aglianico,Feudi di San Gregorio,80.0
93,Grenache,Koehler,30.0
93,Syrah,Saviah,32.0
93,Grüner Veltliner,Sohm & Kracher,
93,Pinot Noir,Stadlmann,19.0
93,Pinot Noir,Testarossa,65.0
90,Pinot Noir,Argyle,50.0
90,Pinot Gris,Big Table Farm,32.0
90,Riesling,Bischöfliche Weingüter Trier,23.0
90,Nebbiolo,Cantina del Nebbiolo,
90,Nebbiolo,Cantina del Pino,44.0
90,Cabernet Sauvignon,Carmel,40.0
90,Portuguese Red,Casa Santos Lima,13.0
90,Gewürztraminer,Château Bianca,15.0
90,Nebbiolo,Clavesana,
90,Pinot Noir,Clos LaChance,50.0
90,Riesling,Dr. Pauly Bergweiler,22.0
90,Chardonnay,Jean-Luc and Paul Aegerter,141.0
90,Chardonnay,Jean-Luc and Paul Aegerter,74.0
90,Cabernet Sauvignon,Leto,100.0
90,Nebbiolo,Luigi Oddero & Figli,102.0
90,Nebbiolo,Marchesi di Barolo,80.0
90,Nebbiolo,Mauro Sebaste,35.0
90,Nebbiolo,Mauro Veglio,55.0
90,Nebbiolo,Montaribaldi,50.0
90,Cabernet Franc-Cabernet Sauvignon,Or Haganuz,38.0
90,Zinfandel,Papapietro Perry,42.0
90,White Blend,Paro,26.0
90,Champagne Blend,Pierre Gimonnet et Fils,65.0
90,Nebbiolo,Pietro Rinaldi,70.0
90,Nebbiolo,Pio Cesare,60.0
90,Cabernet Sauvignon,Raymond,50.0
90,Red Blend,Red C,44.0
90,Pinot Noir,Roco,60.0
90,Pinot Noir,Swick,20.0
90,Rhône-style White Blend,Tablas Creek,45.0
92,Riesling,Jean-Marc Bernhard,34.0
92,Chardonnay,Lynmar,55.0
92,Cabernet Sauvignon,Sol Rouge,75.0
92,Chardonnay,Transcendence,34.0
92,Castelão,Wines & Winemakers,17.0
92,Riesling,Domaine Allimant-Laugner,25.0
92,Riesling,Domaine Charles Baur,30.0
92,Riesling,Domaine Ostertag,47.0
92,Riesling,Domaine Pfister,49.0
92,Riesling,Domaine Zind-Humbrecht,26.0
92,Portuguese Red,Herdade Paço do Conde,53.0
92,Bordeaux-style Red Blend,Château des Annereaux,65.0
92,Bordeaux-style Red Blend,Château Labégorce Margaux,40.0
92,Nebbiolo,Adriano Marco & Vittorio,34.0
92,Nebbiolo,Albino Rocca,55.0
92,Syrah,B Cellars,60.0
92,Cabernet Sauvignon,Charles Krug,100.0
92,Cabernet Franc,Côtes de Ciel,39.0
92,Portuguese Red,Quinta do Sagrado,25.0
92,Bordeaux-style Red Blend,Kiona,42.0
92,Bordeaux-style Red Blend,Midnight,65.0
92,Carmenère,Montes,85.0
92,Chardonnay,Domaine Anderson,43.0
92,Encruzado,Druida,35.0
92,Cabernet Sauvignon,Hess Collection,100.0
92,Chardonnay,Lynmar,70.0
92,Cabernet Sauvignon,Prim Family,80.0
92,Portuguese Red,Quanta Terra,25.0
92,Nebbiolo,Castello di Neive,65.0
92,Bordeaux-style Red Blend,Château des Annereaux,65.0
85,Touriga Nacional-Cabernet Sauvignon,Falua,15.0
85,Chardonnay,Robertson Winery,10.0
85,Sauvignon Blanc,Neil Ellis,15.0
85,Rhône-style White Blend,Domaine du Pegau,63.0
85,Malbec,Antonio Gonzalez,35.0
85,Chenin Blanc,KWV,10.0
85,Sangiovese,Benessere,32.0
85,Chardonnay,Blason de Bourgogne,
85,Chardonnay,Alexander Valley Vineyards,18.0
85,Colombard-Sauvignon Blanc,Georges Vigouroux,11.0
85,Malbec-Merlot,Georges Vigouroux,9.0
85,Malbec,Georges Vigouroux,12.0
85,Sauvignon Blanc,Martinez & Martinez,18.0
85,Zinfandel,Mazzocco,52.0
